Video,Video_views,Likes,Dislikes,Category,published
Happy Birthday Cody,"734,558","7,194",191,Entertainment,2011
Nuovaluce Beauty Acne Device Kickstarter Video FDA Cleared www.nuovalucebeauty.com,"498,941","4,783",182,People & Blogs,2017
Piccola - Piccola (Official Fan Video),"1,650,882","4,499",189,Music,2017
ウマウマハルヒ,"853,961",627,207,Film & Animation,2008
(THE ORIGINAL FIRST VIDEO) Hidden inappropriate drawing in Maya the Bee!,"661,841","1,657",420,People & Blogs,2017
Parks and Recreation called it back in 2015. Cubs World Series 2016!,"205,257","1,557",113,Travel & Events,2016
Tom Waits - Falling Down,"858,697","1,980",48,Music,2008
Keep Well Keeping Active,"1,883,570",2,3,,2021
How Do I Straighten My Teeth? See An Orthodontist,"30,153,971",387,244,,2017
Corona - #ThisIsLiving,"2,699,904",53,2,People & Blogs,2016
เอ็ทน่า ประกันสุขภาพ พร้อมดูแลคุณในทุกช่วงชีวิต,"3,326,126",14,3,,2018
When your Amish town is frozen,"512,991","4,645",135,People & Blogs,2018
キャットフード　LUNA Web CM　15秒ver.｜ペットライン,"1,132,972",19,0,,2019
Jonas Paul Eyewear - Affordably Cool Kids Glasses,"1,410,355",11,1,,2019
"Emma, Le Trefle","12,521,358","14,962",330,People & Blogs,2013
#YoNoTrabajo,"22,829,976","1,426",70,People & Blogs,2018
En 2021 voyagez en camping-car !,"641,248",0,0,,2021
BUDDAY SHUDDAY- ITC Master Chef Frozen Snacks,"8,558,301",24,0,,2019
АВТО_ПОДСТАВА НЕ УДАЛАСЬ,"2,424,328","3,130",267,Autos & Vehicles,2011
ウラジェニック～映えの裏側～,"661,853",,,,2019
Stasi peeing her pants,"1,950,860",560,281,Comedy,2009
Captain on United flight deals with some politics,"730,494",600,53,News & Politics,2016
Sign Language during our Wedding- 2015,"2,420,783","2,166",82,People & Blogs,2016
社長、コブダイ頼子にkiss!　波左間海中公園20150119,"2,185,266","1,921",66,People & Blogs,2015
Случился взрыв на станции метро Технологический институт,"2,353,696","2,793","4,727",Howto & Style,2017
Premier Mot,"14,025,612",20,3,Comedy,2019
Horizon League Tournament: Oakland vs Youngstown State,"1,379,497",111,75,Comedy,2014
Niemand liebt Autos mehr als willhaben | Spot 2,"10,876,985",49,15,Autos & Vehicles,2019
"COREOGRAFIAS RAUL CHARLO, BAILE MODERNO","2,602,204",720,201,Entertainment,2007
PA PANAMERICANO EL ORIGINAL,"25,349,977","28,213","1,986",Music,2010
Jade Foret et Arnaud Lagardere,"2,592,135",429,"2,007",People & Blogs,2011
Make a cigarette float,"720,739",144,281,Howto & Style,2007
Oasis' Noel Gallagher assaulted on stage in Toronto--2008-09-07,"2,389,276","2,342",255,Music,2008
El Aeromodelismo,"742,498",677,146,Sports,2008
"US Open Surfing - Huntington Beach, CA","4,040,497",860,764,Entertainment,2008
David Cook and David Archuleta Guitar Hero Commercials!,"2,911,092","8,025",495,Entertainment,2008
Pep's - Liberta ( VerSiOn KaraOké ),"1,053,812",929,77,Music,2007
The Strokes - New York City Cops (High Quality Live),"6,012,403","14,002",286,Music,2007
I slept with my teacher,"9,844,002","1,998","2,357",Film & Animation,2007
canon,"1,151,211","3,600",303,Music,2006
"Red Hot Chili Peppers "" Californication "" ( LIVE )","1,318,163","4,440",74,Music,2008
Tom Cruise Scientology Video - ( Original UNCUT ),"14,240,339","91,156","18,041",Entertainment,2008
Daredevil Trailer,"1,533,971","1,562",132,Film & Animation,2007
Japonista Legend   Japonista Sole Version,"3,570,199",301,387,Film & Animation,2010
"chien qui chante ""petit papa noel""","7,560,798","4,719","1,735",Pets & Animals,2006
disney world top 10 rides,"757,817",575,141,Entertainment,2009
"Before a Bush Speech, this happens","10,269,774","11,244","3,604",Comedy,2007
"Túlio Maravilha, o maior atacante do Brasil nos anos 90, faz de bicicleta o 972º gol da carreira","1,132,362",536,204,Sports,2011
Buttons-The Pussycat Dolls- A Music Video by Cameron Perrins,"1,370,046","1,661",548,Music,2007
AH-64 in action kabul afganistan part.1,"2,144,229","3,187",629,Autos & Vehicles,2007
OYSHO_SPORT,"32,808,096",12,4,Music,2019
7 Things To Do Before I'm 30- Trailer,"3,675,488","2,497",267,Entertainment,2008
Maradona_Dribble_skill,"5,154,149","4,152",158,Sports,2006
touch n go hercules R/C,"693,502",226,19,Entertainment,2007
MC Chaves Canta Funk do Jeremias (ORIGINAL),"8,846,667","9,158","1,147",Comedy,2007
Flo-Rida - Low routine,"13,329,843","10,448","1,373",Entertainment,2007
Brooke gets a tattoo,"17,642,798","2,103","1,621",People & Blogs,2007
Tenue de Soirée Christophe Maé Gad Elmaleh,"1,274,697","1,641",102,Music,2007
Eddie Sachs and Dave MacDonald fatal Crash @ Indy 500 1964,"1,193,770",354,37,Sports,2007
Super fast police reaction to a road rage,"2,908,526",,,Autos & Vehicles,2011
Trafalgar Law,"650,699",771,87,Film & Animation,2009
ホッキョクグマ　赤ちゃんの悲劇,"1,206,374",199,260,Pets & Animals,2009
The greatest goal to be ever waved off,"951,692","1,541",178,Sports,2011
Naruto german opening,"2,082,329","27,628","1,967",Entertainment,2007
Los 25 animales mas raros del mundo AFIRMAN LOS CIENTIFICOS,"1,051,406",516,811,Autos & Vehicles,2009
Fiat 500  vs  Nissan 350z,"2,110,577","1,437",146,Autos & Vehicles,2006
Britney Spears ft. Rihanna-S&M Live at Billboard Awards 2011,"1,475,634","2,487",267,Music,2011
Камаз видео (Село Вырыпаево - Мордовия)№4,"1,015,248",236,152,Autos & Vehicles,2012
The Automated Max Cantilever,"1,567,738",11,0,,2018
Girl honks at ship,"12,100,810","69,506","3,924",Autos & Vehicles,2012
Упало,"1,198,916","2,351","1,747",People & Blogs,2016
11/2/16 Chicago Cubs World Series Champs! Wrigley / Skyline of Chicago - Celebrate! Party!,"1,045,871","2,549",83,People & Blogs,2016
60 Year Old Kills Hip-Hop Routine!!,"4,352,952","10,647",161,People & Blogs,2015
"Trump: If Ivanka weren’t my daughter, I'd be dating her","1,528,271","1,557","1,211",Comedy,2015
Саянский метеорит.,"701,308","2,013","3,013",People & Blogs,2016
EPIC Drum Solo FAIL!,"3,865,978","22,231",900,Comedy,2011
Bertolucci over Maria Schneider,"4,117,228",851,"1,937",Film & Animation,2013
Lil Loaded ft. YG - “Gang Unit Remix” (Official Video),"1,736,200","127,492","1,363",Music,2020
Snapask Singapore | Effective Learning You Can Trust,"601,993",7,1,,2020
Voter Information Card (16x9 - 15 seconds) | Elections Canada,"1,898,564",2,,,2021
Real Gunfighter Lance Thomas on Justic Files,"1,063,456","6,840",0,News & Politics,2009
Home with dada - Time Lapse,"38,509,445","27,675",0,Entertainment,2012
吳青峰 - （......催眠大師）（feat. Maîtrise Saint-Marc - Les Choristes）,"729,068","3,681",,Music,2022
ALL-NEW Villain Xtreme Foam Face Wash | Get Your Grooming Game On With Superstar Yash,"20,177,611",118,,,2023
Laissez Toulouse vous inspirer - MEETINGS,"2,396,085",10,,,2020
أبرز إنجازات solutions في عام 2021 #رواد_المستقبل_الرقمي,"1,934,789",,,,2022
Big Homiie G - Who Got It (Official Video) ft. Finesse2Tymes,"865,867","24,156",,Music,2022
Amazon Fresh - Try the Amazon Dash Cart,"77,123,469",159,,,2021
Het Overheersbeestje (20sec),"7,829,229",25,,,2019
Console Connect: Making life easier for network engineers,"928,250",3,,,2022
Көзмоншағым (Remix),"852,325","2,558",,Music,2022
Robot tagliaerba autonomo senza filo perimetrale con perimetro virtuale,"3,443,901",0,,,2023
"Daha iyi bir ben için, bu Form kendim için!","10,514,303",15,,,2022
Train- Drive by (with lyrics),"14,018,313","32,918",0,Music,2012
Brenda Lee - Rockin' Around The Christmas Tree (Official Music Video),"2,605,084","55,604",,Music,2023
"Raisa, Ahmad Dhani - Biar Menjadi Kenangan (Official Lyric Video)","1,891,769","33,390",,Music,2023
Negramaro - Ricominciamo tutto (Sanremo 2024),"1,095,011","14,122",,Music,2024
Insta Vs Reality 😲😍 #travel #unrealplaces #explore #nature,"73,165,517","2,967,591",,Travel & Events,2024
"Yes or No (Feat. 허윤진 of LE SSERAFIM, Crush) (Yes or No (Feat. 허윤진 of LE SSERAFIM,...","10,642,441","69,340",,Music,2024
SYLVANIAN FAMILIES BABY AMUSEMENT PARK 15 SEC,"7,090,783",4,,,2022
Shaboozey - A Bar Song (Tipsy) [Official Visualizer],"4,941,173","121,986",,Music,2024
PIRTEK | Hydraulikschlauch Reparatur vor Ort | 24 Stunden Service,"865,065",62,,,2016
Eden Muñoz - Mi Primer Día Sin Ti (Video Oficial),"3,304,460","40,451",,Music,2025
İNTİHAR,"869,318","9,477",,Music,2024
Into You (네가 내 마음에 자리 잡았다 (Into You)),"2,594,431","22,542",,Music,2024
CGX Shampoo 15seg,"32,562,851","1,706",,,2022
"Olly, Angelina Mango, JVLI - Per due come noi (Official Video)","3,822,060","38,443",,Music,2024
Minimum ça,"680,629","11,809",,Music,2024
"Asake, Travis Scott - Active (Official Video)","6,232,792","184,120",,Music,2024
GELO - Can You Please (Lyric Video) ft. GloRilla,"1,404,690","70,327",,Music,2025
Los Presidentes,"712,072","8,473",,Music,2024
Luck Ra - UN CLAVO,"1,963,336","24,553",,Music,2025
Addison Rae - High Fashion (Official Video),"2,568,713","124,089",,Music,2025
Ya Fui Negro Ya Fui Blanco,"705,581","10,643",,Music,2025
These Little Moments 🥹🤍 #toddler #siblings #cute,"69,659,013","1,117,902",,Howto & Style,2024
Ректальные Рейнджеры - Грязная работенка!,"1,058,118","1,790",955,Nonprofits & Activism,2016
The Smokey Life - With Lyrics (Leonard Cohen),"1,701,700","1,514",64,Music,2010
Head & Shouders - Ampollas Hidratación intensiva,"1,437,127",5,2,People & Blogs,2014
Out Of The Furnace -- Official Trailer,"1,479,394",301,40,Entertainment,2013
Лікування туберкульозу в Україні - безкоштовно у сімейного лікаря. Прикінчимо епідемію разом!,"728,763",133,14,,2018
Pennsylvanians: Help your hospital!,"774,430",0,0,,2020
Leverage: Redemption - Official Trailer | IMDb TV | Coming July 9,"9,056,254","3,856",34,,2021
Luke Hemmings - Starting Line (Official Video),"635,002","129,469",179,Music,2021
The #1 Pharmacist Recommended Brand,"14,234,392",37,24,,2020
Wild Child - Enya,"9,598,411","11,951",0,Entertainment,2006
What goes around (comes around) - Lyrics,"1,347,605","3,001",0,Music,2006
"Spongebob ""The Soldier of Love""","25,610,196","14,378",0,Music,2007
"Beéle, Myke Towers, Feid - Barranquilla Bajo Cero (Official Video)","8,254,128","198,513",,Music,2022
Ayra Starr - Rush,"17,367,547","272,550",,People & Blogs,2022
Din Cauza Ta,"692,770","5,164",,Music,2022
#BikeIsBest | There has never been a better time to ride a bike,"2,772,378",186,,,2020
Save Water. Save California.,"5,175,299",9,,,2022
"Meet Dr. Shecarra Cook, ACU Online Graduate","2,083,923",11,,,2022
Southeastern Oklahoma State University | Determined to Learn,"1,957,395",2,,,2021
Why Buy Travel Insurance?,"3,583,264",115,,,2017
Regina Power PL,"13,378,102",2,,,2023
JCB Indonesia New Brand Ambassador - Luna Maya | JCB,"1,191,811",,,,2023
吳青峰 - （……小王子）（feat. 大橋三重唱）,"758,113","2,955",,Music,2022
Neutro Balance | Una piel en balance te conecta con lo que amas,"14,265,064",18,,,2022
Get inspired and unleash your creativity in the kitchen |  RiceSelect®,"1,405,618",7,,,2022
XCOPRI® (cenobamate tablets) CV Commercial,"4,890,361",48,,,2021
Фортеця Бахмут,"700,921","20,921",,Music,2023
"Chu,Tayousei.","739,527","17,094",,Music,2022
Official髭男dism - Subtitle [Official Video],"22,449,034","240,778",,Music,2022
Anas feat. Soolking - Sur Pp (Clip officiel),"8,075,765","127,110",,Music,2023
Ocean Spray® | What Will You Do With All That Power?,"22,454,152",131,,,2022
Mephisto,"832,845","21,237",,Music,2023
Shop Groceries Online with Fast Lane,"769,638",4,,,2021
Slim Chickens 2018 TV Commercial - Variety,"1,727,971",,,,2018
Collect More Verified Customer Ratings and Reviews with Shopper Approved: An Introduction Video,"702,178",13,,,2020
Cıstak x Ne,"903,229","5,919",,Music,2024
Tak Ingin Usai,"814,482","6,594",,Music,2023
Supernova,"27,166,456","123,748",,Music,2024
Destroy Lonely - if looks could kill (Official Music Video),"830,566","58,361",,Music,2023
Arjan Vailly,"5,460,189","64,375",,Music,2023
Take the First Step Towards a Meaningful Career,"1,822,083",33,,,2019
White (화이트 (White)),"8,226,081","25,232",,Music,2023
Enchanteur Body Lotions & Creams - Irresistibly Silky Soft Skin,"9,658,124",422,,,2023
My Love,"583,139","10,498",,Music,2024
Amapola,"952,452","18,255",,Music,2024
Можно я с тобой,"1,356,781","37,200",,Music,2024
Ship Sticks: Send Your Golf Clubs Ahead,"1,783,373",13,,,2018
Isadora Pompeo - Aliança (Ao Vivo),"1,535,732","30,924",,Music,2024
Trueno - PULL UP! (Official Video),"1,434,999","86,484",,Music,2024
Tengo Un Plan (Remix),"2,381,406","41,572",,Music,2024
"J.P., NLE Choppa - Bad Bitty (Remix) [Official Music Video]","987,265","46,378",,Music,2024
"Kevin AMF, Omar Landell - Blair (Video Oficial)","2,762,811","51,542",,Music,2024
Best Perspectives of @jordikoalitic ☠️..,"124,380,183","2,347,710",,Entertainment,2025
Yo Vengo De La Nada,"592,930","13,705",,Music,2024
What happened with petrol ⛽️ theif?,"86,474,636","770,294",,People & Blogs,2025
Nanpa Básico - Cuando Vienes (Official Video),"686,747","24,507",,Music,2024
走れSAKAMOTO / Vaundy：MUSIC VIDEO,"2,945,781","25,949",,Music,2025
Whiplash,"26,339,205","125,508",,Music,2024
ETA (RMX),"1,036,672","33,644",,Music,2024
camera shutter speed matches helicopter`s rotor,"3,682,223","53,493",581,People & Blogs,2017
Self-Driving Uber running red light,"1,872,637","5,143","3,969",Autos & Vehicles,2016
Man destroys yellow jacket nest with bare hands ORIGINAL,"1,655,964","9,915",477,Comedy,2017
Reservations.com - Saves You Time & Makes Booking Easy!,"1,122,738",2,2,,2018
Scarlett Johansson for Grandma,"1,635,974","2,457",274,Entertainment,2017
Maintenance of a Double glazed PVC window,"1,706,353",567,76,Education,2012
Cestovní pojištění AXA,"545,574",5,8,,2019
Beijing 2008 - Usain Bolt 9.69 sec World Record 100m,"1,864,049",331,"1,416",Sports,2008
Когда твой худший враг - это ковер,"2,051,016","18,663","1,807",People & Blogs,2017
Pink - I Don't Believe You Official Music Video Sims 2 HD,"671,291",400,119,Music,2009
Stephen Colbert 2011 Commencement Speech at Northwestern University,"1,142,028","7,520",105,Comedy,2011
Funny bear - Cho kaka o,"556,376",98,59,Entertainment,2007
Mister Dakar Doesn’t Want To Weigh Himself | Dakar Rally 2019 Ep.1,"646,832",536,48,,2019
Magistral - Consejos para ganar al Poker,"1,529,281",8,10,,2019
BMW Crash BENZ ขับรถระวังๆนะครับ เสียดายรถ,"766,364",395,31,Autos & Vehicles,2017
رقص وخمر باحدااسطح العماير المطله على الساريه العلم بجده اجانب,"1,348,369",273,695,People & Blogs,2016
"Come, habla y sonríe con confianza | Corega Chile | Adhesivos para prótesis dentales","2,630,931",8,3,,2020
Survive - Support Small Business - Facebook,"4,440,336",277,53,People & Blogs,2020
It's Time.,"1,748,740",5,10,,2020
Dog loves ticklish fringe,"943,385","8,064",248,People & Blogs,2016
"""Terrified"" performed by Didi Benami, written by Kara DioGuardi and Jason Reeves.","1,275,336","4,344",59,Music,2010
What happens when you surprise your BF with a boxer puppy?,"681,624","3,157",36,People & Blogs,2013
Mano Negra - Mala Vida,"18,428,307","38,890","1,029",Music,2006
Brave Kitten Stands Up to Dog,"45,622,964","98,565","38,062",Entertainment,2011
Напугали бедолагу,"8,680,501","13,589",690,Comedy,2011
方珈悠嬉水片段.mp4,"45,632,326","4,263","9,843",Entertainment,2010
Caroline - Status Quo,"5,114,818","7,759",171,Music,2006
5 biggest planes in the world,"4,044,462","3,746",929,Entertainment,2009
** FREE PSN / STEAM CODES **. Dropping every 250 subscribers!,"731,822",15,43,Gaming,2017
Охотничий кот,"670,799","5,378","3,901",People & Blogs,2016
HOMEFRONT [Official Trailer],"3,469,160","1,551",30,Entertainment,2013
"Lightning hits the sea - HD - Bay of Kotor, Montenegro","3,690,436","8,840",394,Entertainment,2012
Funny Cats,"57,324,296","143,295","3,809",Pets & Animals,2007
Жилье для инвалида. Ужасы Сыктывкара.,"737,404","1,471",212,People & Blogs,2017
funniest field set ever in Cricket,"6,502,261","2,672",503,Sports,2009
Mariah Carey New Years Eve 2016 2017,"2,766,473","2,015","2,655",People & Blogs,2017
Good old days,"1,249,801","10,317",145,Gaming,2016
Finch Frozen to Fence Rescue,"3,702,696","25,741",152,People & Blogs,2017
"Children Of Bodom - ""In Your Face""","10,945,662","44,450","1,852",Music,2006
Adam Braidwood vs. Tim Hague,"1,884,834",538,"1,047",Sports,2017
Mercedes Benz Atego truck drift in the snow,"1,654,960",723,168,Autos & Vehicles,2007
Racist Woman yelling and demanding to see a white doctor born in Canada.,"1,614,429","6,369","2,096",Comedy,2017
2018 - ЛДПР,"10,615,380",,,People & Blogs,2017
Parfym.se - Ad Q3-4 2019 - 15sec (B),"2,371,993",7,1,,2019
Male cry jury with an incredible voice,"27,566,202","55,010","1,927",Music,2011
Human Turkish Get Up,"21,193,172","13,643","2,737",Sports,2011
bob marley,"23,465,084","40,072","1,023",Music,2006
Rent A Wheel | Rent A Tire 20th Anniversary Sale,"1,908,813",4,8,,2017
BARCS vet tech comforts crying puppy,"805,865","1,041",32,People & Blogs,2016
Выборы 2018. Шокирующий фильм Никиты Михалкова «Лоботомия»,"2,056,243","5,762","28,321",Nonprofits & Activism,2017
Duiosa unica bonita,"21,679,223","13,097","1,155",Film & Animation,2008
Juiceee feat. Milena Ceranic - Bikini,"5,790,939","8,173","1,653",Music,2011
Anaconda died because of eating another Snake,"7,540,231","1,033",237,People & Blogs,2015
100 greatest funny videos in the world,"18,742,994","11,645","2,828",Entertainment,2010
Orbit México - Aeropuerto,"56,145,673","1,845",989,Howto & Style,2016
JESUS CHRIST IN JURASSIC PARK,"1,133,562","2,677",878,Pets & Animals,2011
"Tommy Wiseau in The Room vs. James Franco in The Disaster Artist (""I did not hit her "" scene)","835,947","7,495",232,Film & Animation,2017
Charlie Charlie Challenge Android,"7,594,484","1,473",525,Gaming,2015
Selfie Domino,"7,135,785","7,993","3,168",People & Blogs,2017
Экстремальная экскурсия PNK,"14,316,983","5,944",375,Science & Technology,2017
SDCC 2018 D23EXPO LEAK AVENGERS 4 TEASER TRAILER GUARDIANS AND THOR,"902,113","5,250","16,759",People & Blogs,2017
Dogs Charge Police Officer Meridian Idaho David Gomez,"2,271,314","11,303",261,Nonprofits & Activism,2016
„Hipis” - nowa książka Paula Coelho już w księgarniach!,"979,231",11,,,2018
"Лидер вежливых фермеров о концерне ""Покровский""","815,205","5,214","1,997",People & Blogs,2017
Philippe Poutou - On n'est pas touché (clip officiel de campagne à la présidentielle 2017),"502,245","3,060",950,Pets & Animals,2017
Blinker fluid prank,"3,472,449","25,739","1,535",People & Blogs,2017
Champions and Challengers - Adventure Time - Pre-register on Google Play Store,"2,986,914",795,174,Gaming,2017
ITS Coop Travel - Traumhafte Ferien (kurz),"1,263,044",2,5,Travel & Events,2017
It Got Grandma!: Chimp at Zoo Throws Poo in Grandma's Face!,"3,975,037","24,800","1,387",Pets & Animals,2017
2017 0401 s10 Toruń Bydgoszcz,"1,273,971","3,076",454,Entertainment,2017
Eagles Fan Gets Wrecked by Pole,"706,418",877,40,Film & Animation,2018
UltraTap - новости из соцсетей,"498,038",706,"1,533",People & Blogs,2017
CALIFORNIA - MONDAY JUSTICE FEAT. SNOOP DOGG (Official Music Video),"943,248","2,949",22,Music,2017
John McEnroe's most famous outburst happened in Stockholm in 1984,"4,853,621","7,254",426,Sports,2010
Adi Golan's Group - Teaser,"56,578",,,Music,2014
Keg tapping goes horribly wrong.,"751,804","3,427",313,Entertainment,2017
LIVE Hurricane Irma - Downtown Orlando - American Safety Council,"554,438",184,8,News & Politics,2016
