video,video_views,likes,dislikes,category,published
UFO-Doctor Doctor,"1,142,679","4,305",55,Music,2008
Bull Moose Charges Truck,"3,775,980","5,080","6,017",Pets & Animals,2009
Vai ser Burra assim la longe,"3,458,731","1,897",381,Comedy,2008
My Diablo 3 Inferno Tactic,"2,362,860","22,368",787,Gaming,2012
Selena Gomez Come And Get It Live Performance SINGING LIKE AN ANGEL !,"5,943,702","7,132","2,859",Music,2009
Simona Halep Q Match1_2 Paris Indoors 2009,"5,529,798","2,561",132,Sports,2009
singing hippopotamus,"6,380,182","3,440",399,Comedy,2005
"Marcela Gandara ""Antes de Ti""","1,803,120",572,41,Music,2006
Derrick Barry (Britney Spears) - America's Got Talent,"5,370,442","12,906",757,Entertainment,2008
10/21 苗栗中正盃－萬能科大球員攻擊中央大學球員,"635,395",137,763,People & Blogs,2016
Cleveland and Chicago Unite to Defeat Trump - TrumpTraders.org,"1,155,708",21,62,News & Politics,2016
2016 MAMA 王大陸 大平台,"1,735,464","2,708","4,760",People & Blogs,2016
Rabbit Vs Snake.  Momma Rabbit save babies - Original Video,"24,914,138","21,753","1,239",Pets & Animals,2015
Yakult One And Only - English,"34,686,085",391,179,Travel & Events,2017
Heaven - DJ Sammy Remix,"11,370,933","21,100",0,Music,2006
Unlikely couple: Liaison between a Sika deer and a Japanese snow monkey,"3,126,743","1,009",474,Pets & Animals,2017
Jeopardy: What is a threesome?,"2,838,751","7,651",126,Comedy,2011
"Spinal Tap - ""These go to eleven....""","1,880,022","10,651",160,Comedy,2011
"Assault on Most Reverend Manuel A. Cruz, Auxiliary Bishop of the Archdiocese of Newark","1,301,276","1,317",530,Film & Animation,2017
Älg i vak,"2,104,408","8,941",147,Pets & Animals,2017
LA CINTURA MAS DELGADA DEL MUNDO,"54,003,557","15,233","10,100",Entertainment,2007
David Hasselhoff - Hooked on a Feeling,"13,848,813","42,810","4,411",Music,2006
Wooden spoon trick - Sleifaratriðið,"5,644,916","10,964",416,Entertainment,2010
QURAN,"437,840",30,218,People & Blogs,2017
"Familiada - Imię męskie na literę O. (Oliwier, Oliwia)","969,271","4,668",204,People & Blogs,2017
Ryan Gosling - Epic Old Dancing Videos 1992,"1,694,235","6,734",210,People & Blogs,2015
Ronaldinho truco increíble 2011,"21,752,141","7,507","1,779",Sports,2011
Ovechkin fight vs Columbus,"908,626","4,112",376,Entertainment,2017
Spider-man - Double Track - Fan Film [2007],"30,976,762","9,263","4,457",Film & Animation,2007
Mr.President- Coco jumbo,"8,029,186","13,431",522,People & Blogs,2007
Metallica-Fade To Black,"35,496,234","88,736","2,442",Music,2006
Phun Car,"7,045,249","1,006","1,151",Science & Technology,2009
Super platano brothers,"1,595,388","14,720",344,Comedy,2017
Red Dawn Trailer,"3,964,762","1,323",222,Entertainment,2012
My Name Is - Eminem (Backwards Message),"3,541,035","5,004",575,Music,2006
津波　TSUNAMI - Earthquake (3/11)　20110411,"6,683,001","2,295",345,Comedy,2011
Teijin Aramid | Be sure with aramids in automotive,"2,783,994",3,0,Science & Technology,2020
The last thing my Nest cam saw...,"1,103,324","2,863","3,111",Comedy,2017
Националисты на митинге 12 июня. Расследование Je Suis Maidan,"1,220,251","1,393","2,469",People & Blogs,2017
2017 04 12 Przejscie,"1,098,005","7,520",422,People & Blogs,2017
"KAMILLA - Нет любви (Премьера клипа, 2017)","1,260,133","3,393","1,468",People & Blogs,2017
Announcing Fyre Festival,"3,293,365","1,563","12,051",People & Blogs,2017
水族館大魚突然死亡 Sudden death of a fish in Okinawa aquarium,"1,194,632","1,207",738,People & Blogs,2013
Jean-Claude Juncker drunk and bitch slaps leaders,"2,668,268","5,378",576,People & Blogs,2015
Maddie Waiting for the Beat to Drop,"9,868,674","68,446","2,692",People & Blogs,2017
Black bear charge(attack) fire river ontario spring 2017,"5,002,420","7,240","1,243",People & Blogs,2017
"Silverado 500,000 mile celebration","836,184","11,538",283,People & Blogs,2017
Android Lost intro,"1,552,477",321,93,People & Blogs,2015
Chroma Key test,"7,527,125","41,698","1,547",Entertainment,2010
Grandpa Break Dancing Battle,"1,274,520","1,207",78,People & Blogs,2014
Это шок..вот так русские актеры подрабатывают в ночную смену..,"769,783",715,"10,522",People & Blogs,2017
New Champ Kayn/Rhaast Leak for LOL (Moobeat credit me you derro),"847,249","1,857",173,People & Blogs,2017
Революция на Дворцовом :)),"711,353","1,222","3,832",Entertainment,2017
Fedez - PRIMA DI OGNI COSA (Teaser),"885,149","29,689","2,992",Music,2018
You can't even text and walk,"1,154,376","10,616",496,People & Blogs,2017
#Despacito with snoring - Despacito con ronquidos,"2,812,994","18,051",762,People & Blogs,2017
Coconut tree fall on woman 'Kanchan Rajatnath',"1,568,903",489,200,People & Blogs,2017
Artifact new game announcement from Valve crowd reaction,"1,301,165","17,084","1,900",Music,2017
Brian Ambrosini - AMC Gremlin - Wheelie Competition - Winner!,"15,505,994","5,350",280,Autos & Vehicles,2006
El Connecto,"3,583,270","41,735",485,People & Blogs,2018
Dennis Lloyd - Never Go Back (Official Video),"720,437","26,772",274,Music,2019
"Begun, the Duck War has","3,586,169","51,443",300,Entertainment,2017
Party Boy Corey Worthington and his Famous Sunglasses,"896,419","7,060",152,News & Politics,2008
聯邦銀行2018品牌形象廣告-相信‧希望 (60秒完整版),"5,842,728",299,76,People & Blogs,2018
Cat doesn't like Trump,"1,200,385","4,548",198,People & Blogs,2016
Bassem Rashidi - Rabbi Salli | Send Blessings ( باسم رشيدي - ( ربي صَلِّ,"1,047,281","1,172",5,Music,2016
Bjergsen Mom Appear in bikini during stream,"2,166,792","2,993",174,Gaming,2016
V'OLGA - ЛОВИЛА,"1,136,235","2,735",756,People & Blogs,2017
Amtrak F40PH and Amfleet Cars Video 1,"1,212,253",128,60,Autos & Vehicles,2007
expo mouland,"1,060,048",276,73,Autos & Vehicles,2008
Poligrip Max Seal - The Big Game,"3,714,231",5,7,People & Blogs,2018
Motorcycle Accident,"2,581,137",977,812,Autos & Vehicles,2009
Red Remover Walkthrough 21-45 on PAR,"10,288,090","2,194",643,Gaming,2009
David Tavaré - Hot Summer Night (Oh la la la),"1,337,402","1,893",74,Music,2008
Me prende!! megusta sentir tu cuerpo!!,"861,153",305,57,Music,2011
Amazing Japanese Fake Pool,"44,730,824","68,934","3,827",People & Blogs,2007
Bob Sapp vs. Kimo UFC-K1 fight,"1,223,675","1,022",148,Sports,2008
СТОП ХАМ. водила Х 5 бурит по полной,"2,595,029","4,452",570,Autos & Vehicles,2011
4 year old section Juan and Edgar,"1,006,860",680,615,Entertainment,2006
Dj Akman KLibi www.xwebtasarim.com,"1,069,153",341,32,Music,2006
KAJOL IN YEH DIL LAGI,"73,698,562","6,092","4,683",Entertainment,2009
"Oda a ""The britains got talent"" (subtitulado).","2,125,187","2,542",180,People & Blogs,2012
Gta san andreas Drift 2,"1,613,818",929,692,Entertainment,2007
train stuck in snow,"1,463,580",834,96,News & Politics,2010
Sims 2 - Everyday,"877,651",592,76,Film & Animation,2007
Lee Sin's great escape [Fixed!],"1,610,253","9,278",152,Gaming,2012
The Black Dahlia movie trailer,"820,548",996,56,Entertainment,2006
mike mo 12 yrs old,"899,520","2,384",189,Sports,2008
"Gregory lemarchal, sos d'un terrien en detresse","1,538,856","1,263",37,Music,2006
Ford Mustang Launch (street),"1,001,605","2,214",27,Autos & Vehicles,2008
ANAHI (rebelde) bailando LAS DIVINAS (remix),"9,347,451","2,426","1,565",Entertainment,2009
Billie Jean (Live),"1,240,220","3,198",67,Entertainment,2006
Птиц засасывает вместе с зерном на хлебозаводе,"3,120,409","21,206","2,663",People & Blogs,2016
paulista,"940,489",471,"1,155",People & Blogs,2016
The Big Fat Quiz Of The 90s   Mr Blobby,"951,835","7,347",121,People & Blogs,2014
"Fasma, GG - Parlami (Official Video - Sanremo 2021)","757,718","25,704",243,Music,2021
Naruto - Konoha's Hokage,"1,054,505","1,137",0,Entertainment,2008
Struggling with a new Phone,"1,451,235","16,223",634,Entertainment,2017
Big Bang Theory - Why Sheldon does not celebrate christmas,"1,684,744","4,911",135,Comedy,2010
метеорит Хакасия 06 12 2016,"1,344,770","8,338",351,Autos & Vehicles,2016
Rocky Balmoto,"2,218,572","10,869","1,626",People & Blogs,2016
Charlie vs Swayze,"2,740,111","5,818",289,People & Blogs,2014
Dave Chappelle on Martin Lawrence and Hollywood Culture,"1,135,513","6,993",85,People & Blogs,2014
Don't Try This At Home,"1,282,361",180,66,People & Blogs,2016
BBC Weatherman Caught Giving Middle Finger on Stage,"510,985","3,000",156,News & Politics,2010
Irie Maffia: Hands In The Air,"1,944,899","5,590",107,Music,2008
Pirate War: Age of Strike (Playwar Strategy Game official video),"999,009",152,70,People & Blogs,2017
Man streaming paid main event fight on facebook caught by foxtel,"874,365","2,262",494,People & Blogs,2017
MMA Fighter KO's Ring Card Girl,"1,163,800",78,257,Comedy,2016
Amazing dog saves another dog by Rafael Franciulli perro rescata otro perro,"1,623,506","2,602",528,Music,2017
Sound of Music | Central Station Antwerp (Belgium),"32,829,385","67,866","1,405",Entertainment,2009
Cute Golden retriever rescuing her teddy bear,"2,789,609","12,852",427,People & Blogs,2013
"A Leopard Hunting A Wild Boar -  Yala National Park, Sri Lanka - A WalkWithJith tour","12,939,960","2,304","4,304",Travel & Events,2011
Collateral - Tactical Draw Hip Shot [HD],"1,012,866","2,735",122,Entertainment,2012
2009 2010 car crashed - MUSIC SUCKS,"1,312,023",942,484,Autos & Vehicles,2009
Autos Waschen für Kinder - Android Spiel von Google Play,"743,942",85,54,Education,2017
Масштабная драка на матче Барселона - Реал.mp4,"651,436",331,80,Sports,2011
hipnotize,"9,248,421","7,999","1,268",Howto & Style,2007
Fake lenovo subwoofer,"896,059","2,624",93,Comedy,2013
ахах*,"48,947,998","9,522","9,893",People & Blogs,2010
Подборка невероятных удач 3,"10,235,025","20,874","1,453",People & Blogs,2011
Andrea Dellacasa  Sacandose ropa interior - Asi Somos [completo],"62,614,185","6,877","7,171",Entertainment,2010
In Flames - Trigger,"8,393,871","30,145",709,Music,2006
1 Guy KOs 7 Guys,"3,492,694","4,014","2,081",Sports,2011
It happens only in India !!!,"3,102,872","10,975",195,Entertainment,2011
Rubi de #LosXvdeRubi abucheada en los Premios MTV Miaw 2017,"601,433","2,164",524,People & Blogs,2017
real transformers,"957,498",411,182,Film & Animation,2007
Plaza English,"710,850",40,6,Film & Animation,2015
EKV - Krug (spot),"2,819,880","6,306",141,Music,2009
Food defender! Puppy vs ducks.,"1,628,501","2,798",123,Entertainment,2011
Fisher Price Laugh & Learn Fun With Friends Musical Table,"54,091,018","8,602","10,707",Gaming,2009
"Hups Baby Club, Slovakia","18,376,221","12,785","1,726",People & Blogs,2009
Hans Zimmer - Black Hawk Down (Main Theme),"18,846,951","57,057","1,006",Film & Animation,2008
Cat pushes dog into swimming pool,"682,941","1,811",186,Comedy,2015
All Football Intro,"1,984,750",197,106,People & Blogs,2017
"☃ Kid get's smacked by city plow driver ❄️ Belleville, Ontario","1,257,621","6,113","2,075",Nonprofits & Activism,2016
Barbara Weldens - Du pain pour les réveille-matin,"1,509,526","1,070",114,People & Blogs,2015
Gruzi - Don't let me down,"1,089,084","4,492",91,Music,2017
【100万再生回数達成】★大阪人気ナンバーワンのエステサロン★1分間ポンポンするだけで究極リフトアップ,"1,017,738","3,326","2,277",People & Blogs,2017
Scuba instructor pulls kitchen knife out of shark's head in Cayman,"2,083,069","1,962",175,People & Blogs,2017
Flying Phoenix Tattoo ORIGINAL VIDEO!,"2,109,447",823,45,Film & Animation,2017
"Coldplay covers Linkin Park's ""Crawling""","1,034,276","5,518",468,Music,2017
AND1 STREETBALL [Knock On Wood],"868,433","1,081",47,Sports,2007
И как это называется?,"545,044","1,706","3,138",People & Blogs,2016
Messi  loses tooth,"672,977",888,"1,455",People & Blogs,2017
LOTR cast make fun of Orlando Bloom,"2,756,627","12,934",195,Film & Animation,2011
Baby argues with Dog,"2,594,516","3,122",307,Comedy,2014
Brother just sent me this,"622,782","8,883",348,Entertainment,2017
150 Car Pile-Up on Michigan Highway I-94,"3,658,799","4,636",508,People & Blogs,2015
ARTH 2 Theatrical Trailer | Arth The Destination Official Trailer 2017,"1,342,169","8,347",14,Entertainment,2017
Doce Novembro - Creed - With Arms Wide Open,"2,389,729","2,464",56,Music,2007
Evie's first sip of Coke,"2,098,844","9,508","1,647",People & Blogs,2017
Ottawa cyclist struck by car!,"1,379,955","5,540",262,People & Blogs,2017
Dog Saves Deer... Good Boy Storm,"1,591,632","5,595",207,Education,2017
50 Cent: Blood on the Sand Trailer,"2,786,159","3,261",515,Entertainment,2008
Audi used car commercial in China. Full of sex discrimination,"818,670",558,"1,476",People & Blogs,2017
McDonald's drive thru,"726,293","9,536",207,People & Blogs,2016
This ain't my phone...,"2,049,699","1,565",255,Music,2017
Happy Birthday Cody,"734,558","7,194",191,Entertainment,2011
Nuovaluce Beauty Acne Device Kickstarter Video FDA Cleared www.nuovalucebeauty.com,"498,941","4,783",182,People & Blogs,2017
Piccola - Piccola (Official Fan Video),"1,650,882","4,499",189,Music,2017
ウマウマハルヒ,"853,961",627,207,Film & Animation,2008
(THE ORIGINAL FIRST VIDEO) Hidden inappropriate drawing in Maya the Bee!,"661,841","1,657",420,People & Blogs,2017
Parks and Recreation called it back in 2015. Cubs World Series 2016!,"205,257","1,557",113,Travel & Events,2016
Tom Waits - Falling Down,"858,697","1,980",48,Music,2008
Corona - #ThisIsLiving,"2,699,904",53,2,People & Blogs,2016
When your Amish town is frozen,"512,991","4,645",135,People & Blogs,2018
"Emma, Le Trefle","12,521,358","14,962",330,People & Blogs,2013
#YoNoTrabajo,"22,829,976","1,426",70,People & Blogs,2018
АВТО_ПОДСТАВА НЕ УДАЛАСЬ,"2,424,328","3,130",267,Autos & Vehicles,2011
Stasi peeing her pants,"1,950,860",560,281,Comedy,2009
Captain on United flight deals with some politics,"730,494",600,53,News & Politics,2016
Sign Language during our Wedding- 2015,"2,420,783","2,166",82,People & Blogs,2016
社長、コブダイ頼子にkiss!　波左間海中公園20150119,"2,185,266","1,921",66,People & Blogs,2015
Случился взрыв на станции метро Технологический институт,"2,353,696","2,793","4,727",Howto & Style,2017
Premier Mot,"14,025,612",20,3,Comedy,2019
Horizon League Tournament: Oakland vs Youngstown State,"1,379,497",111,75,Comedy,2014
Niemand liebt Autos mehr als willhaben | Spot 2,"10,876,985",49,15,Autos & Vehicles,2019
"COREOGRAFIAS RAUL CHARLO, BAILE MODERNO","2,602,204",720,201,Entertainment,2007
PA PANAMERICANO EL ORIGINAL,"25,349,977","28,213","1,986",Music,2010
Jade Foret et Arnaud Lagardere,"2,592,135",429,"2,007",People & Blogs,2011
Make a cigarette float,"720,739",144,281,Howto & Style,2007
Oasis' Noel Gallagher assaulted on stage in Toronto--2008-09-07,"2,389,276","2,342",255,Music,2008
El Aeromodelismo,"742,498",677,146,Sports,2008
"US Open Surfing - Huntington Beach, CA","4,040,497",860,764,Entertainment,2008
David Cook and David Archuleta Guitar Hero Commercials!,"2,911,092","8,025",495,Entertainment,2008
Pep's - Liberta ( VerSiOn KaraOké ),"1,053,812",929,77,Music,2007
The Strokes - New York City Cops (High Quality Live),"6,012,403","14,002",286,Music,2007
I slept with my teacher,"9,844,002","1,998","2,357",Film & Animation,2007
canon,"1,151,211","3,600",303,Music,2006
"Red Hot Chili Peppers "" Californication "" ( LIVE )","1,318,163","4,440",74,Music,2008
Tom Cruise Scientology Video - ( Original UNCUT ),"14,240,339","91,156","18,041",Entertainment,2008
Daredevil Trailer,"1,533,971","1,562",132,Film & Animation,2007
Japonista Legend   Japonista Sole Version,"3,570,199",301,387,Film & Animation,2010
"chien qui chante ""petit papa noel""","7,560,798","4,719","1,735",Pets & Animals,2006
disney world top 10 rides,"757,817",575,141,Entertainment,2009
"Before a Bush Speech, this happens","10,269,774","11,244","3,604",Comedy,2007
"Túlio Maravilha, o maior atacante do Brasil nos anos 90, faz de bicicleta o 972º gol da carreira","1,132,362",536,204,Sports,2011
Buttons-The Pussycat Dolls- A Music Video by Cameron Perrins,"1,370,046","1,661",548,Music,2007
AH-64 in action kabul afganistan part.1,"2,144,229","3,187",629,Autos & Vehicles,2007
OYSHO_SPORT,"32,808,096",12,4,Music,2019
7 Things To Do Before I'm 30- Trailer,"3,675,488","2,497",267,Entertainment,2008
Maradona_Dribble_skill,"5,154,149","4,152",158,Sports,2006
touch n go hercules R/C,"693,502",226,19,Entertainment,2007
MC Chaves Canta Funk do Jeremias (ORIGINAL),"8,846,667","9,158","1,147",Comedy,2007
Flo-Rida - Low routine,"13,329,843","10,448","1,373",Entertainment,2007
Brooke gets a tattoo,"17,642,798","2,103","1,621",People & Blogs,2007
Tenue de Soirée Christophe Maé Gad Elmaleh,"1,274,697","1,641",102,Music,2007
Eddie Sachs and Dave MacDonald fatal Crash @ Indy 500 1964,"1,193,770",354,37,Sports,2007
Trafalgar Law,"650,699",771,87,Film & Animation,2009
ホッキョクグマ　赤ちゃんの悲劇,"1,206,374",199,260,Pets & Animals,2009
The greatest goal to be ever waved off,"951,692","1,541",178,Sports,2011
Naruto german opening,"2,082,329","27,628","1,967",Entertainment,2007
Los 25 animales mas raros del mundo AFIRMAN LOS CIENTIFICOS,"1,051,406",516,811,Autos & Vehicles,2009
Fiat 500  vs  Nissan 350z,"2,110,577","1,437",146,Autos & Vehicles,2006
Britney Spears ft. Rihanna-S&M Live at Billboard Awards 2011,"1,475,634","2,487",267,Music,2011
Камаз видео (Село Вырыпаево - Мордовия)№4,"1,015,248",236,152,Autos & Vehicles,2012
Girl honks at ship,"12,100,810","69,506","3,924",Autos & Vehicles,2012
Упало,"1,198,916","2,351","1,747",People & Blogs,2016
11/2/16 Chicago Cubs World Series Champs! Wrigley / Skyline of Chicago - Celebrate! Party!,"1,045,871","2,549",83,People & Blogs,2016
60 Year Old Kills Hip-Hop Routine!!,"4,352,952","10,647",161,People & Blogs,2015
"Trump: If Ivanka weren’t my daughter, I'd be dating her","1,528,271","1,557","1,211",Comedy,2015
Саянский метеорит.,"701,308","2,013","3,013",People & Blogs,2016
EPIC Drum Solo FAIL!,"3,865,978","22,231",900,Comedy,2011
Bertolucci over Maria Schneider,"4,117,228",851,"1,937",Film & Animation,2013
Lil Loaded ft. YG - “Gang Unit Remix” (Official Video),"1,736,200","127,492","1,363",Music,2020
Real Gunfighter Lance Thomas on Justic Files,"1,063,456","6,840",0,News & Politics,2009
Home with dada - Time Lapse,"38,509,445","27,675",0,Entertainment,2012
Train- Drive by (with lyrics),"14,018,313","32,918",0,Music,2012
Ректальные Рейнджеры - Грязная работенка!,"1,058,118","1,790",955,Nonprofits & Activism,2016
The Smokey Life - With Lyrics (Leonard Cohen),"1,701,700","1,514",64,Music,2010
Head & Shouders - Ampollas Hidratación intensiva,"1,437,127",5,2,People & Blogs,2014
Out Of The Furnace -- Official Trailer,"1,479,394",301,40,Entertainment,2013
Luke Hemmings - Starting Line (Official Video),"635,002","129,469",179,Music,2021
Wild Child - Enya,"9,598,411","11,951",0,Entertainment,2006
What goes around (comes around) - Lyrics,"1,347,605","3,001",0,Music,2006
"Spongebob ""The Soldier of Love""","25,610,196","14,378",0,Music,2007
camera shutter speed matches helicopter`s rotor,"3,682,223","53,493",581,People & Blogs,2017
Self-Driving Uber running red light,"1,872,637","5,143","3,969",Autos & Vehicles,2016
Man destroys yellow jacket nest with bare hands ORIGINAL,"1,655,964","9,915",477,Comedy,2017
Scarlett Johansson for Grandma,"1,635,974","2,457",274,Entertainment,2017
Maintenance of a Double glazed PVC window,"1,706,353",567,76,Education,2012
Beijing 2008 - Usain Bolt 9.69 sec World Record 100m,"1,864,049",331,"1,416",Sports,2008
Когда твой худший враг - это ковер,"2,051,016","18,663","1,807",People & Blogs,2017
Pink - I Don't Believe You Official Music Video Sims 2 HD,"671,291",400,119,Music,2009
Stephen Colbert 2011 Commencement Speech at Northwestern University,"1,142,028","7,520",105,Comedy,2011
Funny bear - Cho kaka o,"556,376",98,59,Entertainment,2007
BMW Crash BENZ ขับรถระวังๆนะครับ เสียดายรถ,"766,364",395,31,Autos & Vehicles,2017
رقص وخمر باحدااسطح العماير المطله على الساريه العلم بجده اجانب,"1,348,369",273,695,People & Blogs,2016
Survive - Support Small Business - Facebook,"4,440,336",277,53,People & Blogs,2020
Dog loves ticklish fringe,"943,385","8,064",248,People & Blogs,2016
"""Terrified"" performed by Didi Benami, written by Kara DioGuardi and Jason Reeves.","1,275,336","4,344",59,Music,2010
What happens when you surprise your BF with a boxer puppy?,"681,624","3,157",36,People & Blogs,2013
Mano Negra - Mala Vida,"18,428,307","38,890","1,029",Music,2006
Brave Kitten Stands Up to Dog,"45,622,964","98,565","38,062",Entertainment,2011
Напугали бедолагу,"8,680,501","13,589",690,Comedy,2011
方珈悠嬉水片段.mp4,"45,632,326","4,263","9,843",Entertainment,2010
Caroline - Status Quo,"5,114,818","7,759",171,Music,2006
5 biggest planes in the world,"4,044,462","3,746",929,Entertainment,2009
** FREE PSN / STEAM CODES **. Dropping every 250 subscribers!,"731,822",15,43,Gaming,2017
Охотничий кот,"670,799","5,378","3,901",People & Blogs,2016
HOMEFRONT [Official Trailer],"3,469,160","1,551",30,Entertainment,2013
"Lightning hits the sea - HD - Bay of Kotor, Montenegro","3,690,436","8,840",394,Entertainment,2012
Funny Cats,"57,324,296","143,295","3,809",Pets & Animals,2007
Жилье для инвалида. Ужасы Сыктывкара.,"737,404","1,471",212,People & Blogs,2017
funniest field set ever in Cricket,"6,502,261","2,672",503,Sports,2009
Mariah Carey New Years Eve 2016 2017,"2,766,473","2,015","2,655",People & Blogs,2017
Good old days,"1,249,801","10,317",145,Gaming,2016
Finch Frozen to Fence Rescue,"3,702,696","25,741",152,People & Blogs,2017
"Children Of Bodom - ""In Your Face""","10,945,662","44,450","1,852",Music,2006
Adam Braidwood vs. Tim Hague,"1,884,834",538,"1,047",Sports,2017
Mercedes Benz Atego truck drift in the snow,"1,654,960",723,168,Autos & Vehicles,2007
Racist Woman yelling and demanding to see a white doctor born in Canada.,"1,614,429","6,369","2,096",Comedy,2017
Male cry jury with an incredible voice,"27,566,202","55,010","1,927",Music,2011
Human Turkish Get Up,"21,193,172","13,643","2,737",Sports,2011
bob marley,"23,465,084","40,072","1,023",Music,2006
BARCS vet tech comforts crying puppy,"805,865","1,041",32,People & Blogs,2016
Выборы 2018. Шокирующий фильм Никиты Михалкова «Лоботомия»,"2,056,243","5,762","28,321",Nonprofits & Activism,2017
Duiosa unica bonita,"21,679,223","13,097","1,155",Film & Animation,2008
Juiceee feat. Milena Ceranic - Bikini,"5,790,939","8,173","1,653",Music,2011
Anaconda died because of eating another Snake,"7,540,231","1,033",237,People & Blogs,2015
100 greatest funny videos in the world,"18,742,994","11,645","2,828",Entertainment,2010
Orbit México - Aeropuerto,"56,145,673","1,845",989,Howto & Style,2016
JESUS CHRIST IN JURASSIC PARK,"1,133,562","2,677",878,Pets & Animals,2011
"Tommy Wiseau in The Room vs. James Franco in The Disaster Artist (""I did not hit her "" scene)","835,947","7,495",232,Film & Animation,2017
Charlie Charlie Challenge Android,"7,594,484","1,473",525,Gaming,2015
Selfie Domino,"7,135,785","7,993","3,168",People & Blogs,2017
Экстремальная экскурсия PNK,"14,316,983","5,944",375,Science & Technology,2017
SDCC 2018 D23EXPO LEAK AVENGERS 4 TEASER TRAILER GUARDIANS AND THOR,"902,113","5,250","16,759",People & Blogs,2017
Dogs Charge Police Officer Meridian Idaho David Gomez,"2,271,314","11,303",261,Nonprofits & Activism,2016
"Лидер вежливых фермеров о концерне ""Покровский""","815,205","5,214","1,997",People & Blogs,2017
Philippe Poutou - On n'est pas touché (clip officiel de campagne à la présidentielle 2017),"502,245","3,060",950,Pets & Animals,2017
Blinker fluid prank,"3,472,449","25,739","1,535",People & Blogs,2017
Champions and Challengers - Adventure Time - Pre-register on Google Play Store,"2,986,914",795,174,Gaming,2017
ITS Coop Travel - Traumhafte Ferien (kurz),"1,263,044",2,5,Travel & Events,2017
It Got Grandma!: Chimp at Zoo Throws Poo in Grandma's Face!,"3,975,037","24,800","1,387",Pets & Animals,2017
2017 0401 s10 Toruń Bydgoszcz,"1,273,971","3,076",454,Entertainment,2017
Eagles Fan Gets Wrecked by Pole,"706,418",877,40,Film & Animation,2018
UltraTap - новости из соцсетей,"498,038",706,"1,533",People & Blogs,2017
CALIFORNIA - MONDAY JUSTICE FEAT. SNOOP DOGG (Official Music Video),"943,248","2,949",22,Music,2017
John McEnroe's most famous outburst happened in Stockholm in 1984,"4,853,621","7,254",426,Sports,2010
Keg tapping goes horribly wrong.,"751,804","3,427",313,Entertainment,2017
LIVE Hurricane Irma - Downtown Orlando - American Safety Council,"554,438",184,8,News & Politics,2016
